issue,number,state,link
tensorflow/core/kernels/sparse_matmul_op_test segfaults due to wrong alignment,46460,open,https://github.com/tensorflow/tensorflow/issues/46460
Sparse IndexedSlices warning due to tf.gather() and LossScaleOptimizer,46459,open,https://github.com/tensorflow/tensorflow/issues/46459
TypeError: An op outside of the function building code is being passed,46458,closed,https://github.com/tensorflow/tensorflow/issues/46458
"[INTEL MKL] Refactor mkl_relu_ops files, and add accuracy and performace UT.",46457,open,https://github.com/tensorflow/tensorflow/issues/46457
Two SavedModel roundtrips lose track of a Resource's initializer and its assets,46456,open,https://github.com/tensorflow/tensorflow/issues/46456
Import Issue of cross-built tflite package,46455,open,https://github.com/tensorflow/tensorflow/issues/46455
No estimated time using model.fit() with TFRecord Dataset.,46454,closed,https://github.com/tensorflow/tensorflow/issues/46454
TensorRT converter fails for CombinedNonMaxSuppression,46453,closed,https://github.com/tensorflow/tensorflow/issues/46453
[BugFix] Fix bug when reduce dimension becomes empty in reduction_degenerate_dim_remover pass,46452,closed,https://github.com/tensorflow/tensorflow/issues/46452
[BugFix] Fix bug when reduce dimension becomes emptry in reduction_degenerate_dim_remover pass,46451,closed,https://github.com/tensorflow/tensorflow/issues/46451
unable to load weights from directories other than the working directory,46450,closed,https://github.com/tensorflow/tensorflow/issues/46450
no kernel image is available for execution on the device,46449,closed,https://github.com/tensorflow/tensorflow/issues/46449
Add SkipLine to BufferedInputStream,46448,open,https://github.com/tensorflow/tensorflow/issues/46448
Make tf.image.resize compatible with XLA compilation,46447,open,https://github.com/tensorflow/tensorflow/issues/46447
Optimize RunLineHelper in BufferedInputStream,46446,closed,https://github.com/tensorflow/tensorflow/issues/46446
"Revert ""Change definition of tensorflow::int64 to std::int64_t.""",46445,closed,https://github.com/tensorflow/tensorflow/issues/46445
Spurious results from a full-integer TensorFlow Lite model,46444,open,https://github.com/tensorflow/tensorflow/issues/46444
An issue on cross-building Tensorflow Lite for Python,46443,closed,https://github.com/tensorflow/tensorflow/issues/46443
Can't link against TensorFlowLiteC.framework (iOS) when built on recent TF versions (regression),46442,closed,https://github.com/tensorflow/tensorflow/issues/46442
explicit ValueError for built-in variations,46441,open,https://github.com/tensorflow/tensorflow/issues/46441
Remove 'Z' because it's a local time,46440,closed,https://github.com/tensorflow/tensorflow/issues/46440
[Cherrypick:r2.4] Install bazelisk in `docker_cpu_pip.sh`,46439,closed,https://github.com/tensorflow/tensorflow/issues/46439
Move schema version into micro_interpreter.h,46438,closed,https://github.com/tensorflow/tensorflow/issues/46438
cudart64_101.dll not found,46437,closed,https://github.com/tensorflow/tensorflow/issues/46437
"Passing ""Accuracy"" to model.compile() parameter ""metrics"" (instead of ""accuracy"") returns 0 / epoch without throwing an error",46436,open,https://github.com/tensorflow/tensorflow/issues/46436
fix offset datatype for philox random kernel,46435,closed,https://github.com/tensorflow/tensorflow/issues/46435
enable bazel builds on CI.,46434,closed,https://github.com/tensorflow/tensorflow/issues/46434
[Cherrypick:r2.4] Pass cc_opt_flags to host_copt,46433,closed,https://github.com/tensorflow/tensorflow/issues/46433
Missing include files in libtensorflow-cpu-windows-x86_64-2.4.0.zip,46432,open,https://github.com/tensorflow/tensorflow/issues/46432
"Blas SGEMM launch failed : m=25600, n=64, k=64 [Op:Conv2D] when building model and restoring weights",46431,closed,https://github.com/tensorflow/tensorflow/issues/46431
Error when trying to save transformer model to saved model format.,46430,closed,https://github.com/tensorflow/tensorflow/issues/46430
[tf-nightly] `keras.callbacks.EarlyStopping` stops training immediately after the first epoch even if monitored score has improved,46429,open,https://github.com/tensorflow/tensorflow/issues/46429
"loss function input ""y_pred"" should be full list of model-outputs",46428,open,https://github.com/tensorflow/tensorflow/issues/46428
Error when load model with layer tensorflow.keras.layers.experimental.preprocessing.Normalization(),46427,closed,https://github.com/tensorflow/tensorflow/issues/46427
[RNN] models cannot run in TFLite with delegates,46426,closed,https://github.com/tensorflow/tensorflow/issues/46426
Remove no_cuda_on_cpu_tap tag and fix tests,46425,open,https://github.com/tensorflow/tensorflow/issues/46425
"how to restore  part of the model,  then save the whole model after training?",46424,closed,https://github.com/tensorflow/tensorflow/issues/46424
writer_test of serialization failed for squeeznet,46423,closed,https://github.com/tensorflow/tensorflow/issues/46423
Fix AllocateTensors fails for  tflite squeezenet,46422,closed,https://github.com/tensorflow/tensorflow/issues/46422
"LSTM doesnot work after tf_upgrade_v2 with keras.models.load_model, but tf.keras.models.load_model works",46421,closed,https://github.com/tensorflow/tensorflow/issues/46421
PIP Tensorflow-gpu,46420,closed,https://github.com/tensorflow/tensorflow/issues/46420
TF2.4/XLA assertion in Electra model when deferring compilation on GPU,46419,closed,https://github.com/tensorflow/tensorflow/issues/46419
Update TFLM docker image to be based off Ubuntu 20.04,46418,closed,https://github.com/tensorflow/tensorflow/issues/46418
"when i use custom loss and gpu, fit kernel died",46417,closed,https://github.com/tensorflow/tensorflow/issues/46417
Timeseries example does not work with Preprocessing layers,46416,open,https://github.com/tensorflow/tensorflow/issues/46416
TFLM CI is currently broken,46415,closed,https://github.com/tensorflow/tensorflow/issues/46415
InceptionResNetV2: BatchNormalization layer does not work outside during validation/evaluation,46414,closed,https://github.com/tensorflow/tensorflow/issues/46414
How the trim existed model for a given tflite model?,46413,closed,https://github.com/tensorflow/tensorflow/issues/46413
Speedup SpaceToDepth,46412,open,https://github.com/tensorflow/tensorflow/issues/46412
Update xtensa fully_connected kernel to call into xa_nnlib.,46411,closed,https://github.com/tensorflow/tensorflow/issues/46411
Use CudnnRNNV3 for the GRU and LSTM,46410,closed,https://github.com/tensorflow/tensorflow/issues/46410
TfLite: Internal error: Cannot create interpreter: Didn't find op for builtin opcode 'CONV_2D' version '5',46409,closed,https://github.com/tensorflow/tensorflow/issues/46409
tf.math.tanh makes silently crash Python,46408,closed,https://github.com/tensorflow/tensorflow/issues/46408
Support for directly importing Dense layer from keras API,46407,closed,https://github.com/tensorflow/tensorflow/issues/46407
Cleanup `c/experimental/gradients/` part 3,46406,closed,https://github.com/tensorflow/tensorflow/issues/46406
LSTM crashing during training - Error polling for event status: failed to query event: CUDA_ERROR_LAUNCH_FAILED: unspecified launch failure,46405,closed,https://github.com/tensorflow/tensorflow/issues/46405
Add support of tf.qint16 and tf.quint16 for tf.stack,46404,closed,https://github.com/tensorflow/tensorflow/issues/46404
IndexError webcam object detection,46403,closed,https://github.com/tensorflow/tensorflow/issues/46403
New feature request:implementation of _get_control_flow_context function,46402,open,https://github.com/tensorflow/tensorflow/issues/46402
DataFrameIterator is not exported,46401,open,https://github.com/tensorflow/tensorflow/issues/46401
Installation of OpenCL backend Tensorflow Lite runtime package,46400,closed,https://github.com/tensorflow/tensorflow/issues/46400
Add RFC for pre-allocated tensors.,46399,closed,https://github.com/tensorflow/tensorflow/issues/46399
Switching to Cadence HiFi 4 NN Library v2.3.0,46398,closed,https://github.com/tensorflow/tensorflow/issues/46398
"Dynamic shape for block3 to support input_shape (None, None, 3)",46397,closed,https://github.com/tensorflow/tensorflow/issues/46397
Converting Tensorflow to TFLite error,46396,closed,https://github.com/tensorflow/tensorflow/issues/46396
YOLOv4 not completely quantized -> Edge TPU compilation fails,46395,closed,https://github.com/tensorflow/tensorflow/issues/46395
ValueError: Failed to convert a NumPy array to a Tensor (Unsupported object type list).,46394,open,https://github.com/tensorflow/tensorflow/issues/46394
Checksum error with GCC download,46393,closed,https://github.com/tensorflow/tensorflow/issues/46393
Training loss not decreasing if both mixed-precision and XLA/JIT is enabled (with deep model),46392,open,https://github.com/tensorflow/tensorflow/issues/46392
merge,46391,closed,https://github.com/tensorflow/tensorflow/issues/46391
Support for LSTM and GRU ,46390,open,https://github.com/tensorflow/tensorflow/issues/46390
Support for LSTM and GRU,46389,closed,https://github.com/tensorflow/tensorflow/issues/46389
Internal error: Failed to apply delegate: Attempting to use a delegate that only supports static-sized tensors with a graph that has dynamic-sized tensors,46388,open,https://github.com/tensorflow/tensorflow/issues/46388
TF2.4 ParameterServerStrategy tf.range in step_fn is slower than np.arange,46387,closed,https://github.com/tensorflow/tensorflow/issues/46387
Tensorflow Lite Build issue on RK3399 Ubuntu 18.04 aarch64,46386,closed,https://github.com/tensorflow/tensorflow/issues/46386
Wrong warning when a saved model (from TF2.4) is loaded using tf-nightly ,46385,open,https://github.com/tensorflow/tensorflow/issues/46385
"tensorflow 2.4.0  the predict function outputs an error, when the same code works on another TF versions. ",46384,closed,https://github.com/tensorflow/tensorflow/issues/46384
Port micro operator EXP and its test code,46383,closed,https://github.com/tensorflow/tensorflow/issues/46383
TF-TRT Test ConvertConcat in dynamic shape mode,46382,closed,https://github.com/tensorflow/tensorflow/issues/46382
TF-TRT improve documentation of execution context handling,46381,closed,https://github.com/tensorflow/tensorflow/issues/46381
Add support for converting mixed_float16 models to TF_lite,46380,open,https://github.com/tensorflow/tensorflow/issues/46380
Model Subclassing 'NoneType' object has no attribute 'shape',46379,closed,https://github.com/tensorflow/tensorflow/issues/46379
Speedup ResizeNearestNeighborGrad.,46378,open,https://github.com/tensorflow/tensorflow/issues/46378
Problem with pypi package installation in linux debian(parrot os),46377,closed,https://github.com/tensorflow/tensorflow/issues/46377
[TFTRT - Dynamic Shape Phase 3] Add Dynamic Shape Testing for ConvertResize & Various TF2TRT Node Convert Unittest Improvements,46376,closed,https://github.com/tensorflow/tensorflow/issues/46376
[Cherrypick:2.4] Fix an exception when profiler is stopped twice,46375,closed,https://github.com/tensorflow/tensorflow/issues/46375
Fix,46374,closed,https://github.com/tensorflow/tensorflow/issues/46374
"Failure to train distributed with strategy mirrored, custom training, functions supplied in class",46373,open,https://github.com/tensorflow/tensorflow/issues/46373
Change from model.predict_proba to  using model.predict,46372,closed,https://github.com/tensorflow/tensorflow/issues/46372
Exporting a TF Estimator with a `hub.text_embedding_column_v2` does not include the pretrained model,46371,closed,https://github.com/tensorflow/tensorflow/issues/46371
[INTEL MKL] DNN 0.x final code cleanup,46370,closed,https://github.com/tensorflow/tensorflow/issues/46370
Add missing space in error message,46369,closed,https://github.com/tensorflow/tensorflow/issues/46369
[ROCm] Fix for breakage in ROCm support - 210112,46368,closed,https://github.com/tensorflow/tensorflow/issues/46368
MultiWorkerMirroredStrategy documents old communication=tf.distribute.experimental.CollectiveCommunication.NCCL,46367,closed,https://github.com/tensorflow/tensorflow/issues/46367
LayerNormalization crashes on empty inputs when run on CPU,46366,open,https://github.com/tensorflow/tensorflow/issues/46366
micro_speech example: FeatureProvider tries to read audio data that is in the future,46365,open,https://github.com/tensorflow/tensorflow/issues/46365
add support for concatenated gzip in ZlibInputStream,46364,closed,https://github.com/tensorflow/tensorflow/issues/46364
Kernel Silently dies while Generating an Image,46363,closed,https://github.com/tensorflow/tensorflow/issues/46363
ModuleNotFoundError: No module named 'tensorflow.core',46362,closed,https://github.com/tensorflow/tensorflow/issues/46362
custom normalizer_fn in tf.feature_column.numeric_column & tf.Keras Denselayer API results in failure when loading saved model.,46361,open,https://github.com/tensorflow/tensorflow/issues/46361
added double braces to initialization,46360,closed,https://github.com/tensorflow/tensorflow/issues/46360
tflite custom Bazel build for wasm target ,46359,open,https://github.com/tensorflow/tensorflow/issues/46359
[tf.data] Implement SkipInternal for TFRecordDataset,46358,closed,https://github.com/tensorflow/tensorflow/issues/46358
how to use doc,46357,closed,https://github.com/tensorflow/tensorflow/issues/46357
Duplicate classes (com.google.flatbuffers) when flatbuffers is already in project,46356,open,https://github.com/tensorflow/tensorflow/issues/46356
'<=' not supported between instances of 'list' and 'int' when using StringLookup,46355,closed,https://github.com/tensorflow/tensorflow/issues/46355
Docker+tf-gpu2.1.0: No such file or directory; /usr/local/nvidia/lib:/usr/local/nvidia/lib64,46354,closed,https://github.com/tensorflow/tensorflow/issues/46354
Merge pull request #1 from tensorflow/master,46353,closed,https://github.com/tensorflow/tensorflow/issues/46353
Rename directories to have underscores instead of dashes (cmsis-nn -> cmsis_nn and ethos-u -> ethos_u),46352,closed,https://github.com/tensorflow/tensorflow/issues/46352
Lower Size to Prod(Shape),46351,closed,https://github.com/tensorflow/tensorflow/issues/46351
Explicitly disable layering check for TFLM bazel packages.,46350,closed,https://github.com/tensorflow/tensorflow/issues/46350
[Cherrypick:r2.4] Fix issue when using mixed precision with RMSprop.,46349,closed,https://github.com/tensorflow/tensorflow/issues/46349
Set CUDA Version Manually,46348,closed,https://github.com/tensorflow/tensorflow/issues/46348
layering check mismatch between internal and open-source TFLM bazel builds,46347,closed,https://github.com/tensorflow/tensorflow/issues/46347
[CherryPick:r2.4] Update build_pip_package.sh,46346,closed,https://github.com/tensorflow/tensorflow/issues/46346
Model converted does't recognize image properly,46345,closed,https://github.com/tensorflow/tensorflow/issues/46345
"tf.keras.callbacks.BaseLogger() is broken since ""metrics"" is no longer a key in Callback.params dict",46344,open,https://github.com/tensorflow/tensorflow/issues/46344
"Missing headers (TensorFlow C, 2.4.0, Windows)",46343,open,https://github.com/tensorflow/tensorflow/issues/46343
Minor Bug in estimator/tensorflow_estimator/python/estimator/canned/dnn.py,46342,open,https://github.com/tensorflow/tensorflow/issues/46342
[XLA:GPU] Add a check to help prevent future bug,46341,closed,https://github.com/tensorflow/tensorflow/issues/46341
Issue with generating examples for loaded estimator when running with tf.function,46340,open,https://github.com/tensorflow/tensorflow/issues/46340
Update find_cuda_config.py,46339,closed,https://github.com/tensorflow/tensorflow/issues/46339
[cherry-pick:r2.4] Keras SavedModel: Ignore custom metrics failure when compile=False,46338,closed,https://github.com/tensorflow/tensorflow/issues/46338
Export all Types of python.keras.type as module (for type hints),46337,closed,https://github.com/tensorflow/tensorflow/issues/46337
3D SparseTensor matrix multiplication with 2D Tensor :InvalidArgumentError: Tensor 'a_shape' must have 2 elements [Op:SparseTensorDenseMatMul],46336,open,https://github.com/tensorflow/tensorflow/issues/46336
Fix tablegen definitions of ops base structs,46335,closed,https://github.com/tensorflow/tensorflow/issues/46335
Error when compiling a fully-integer quantized model for the EdgeTPU,46334,closed,https://github.com/tensorflow/tensorflow/issues/46334
Docker install,46333,closed,https://github.com/tensorflow/tensorflow/issues/46333
The final solution for the sigmoid_cross_entropy_with_logits is different between tensorflow 1.0 and tensorflow 2.0,46332,closed,https://github.com/tensorflow/tensorflow/issues/46332
Remove cusparseDnVecDescr_t from cusparse_10_1.inc,46331,closed,https://github.com/tensorflow/tensorflow/issues/46331
Encountered error when building tensorflow with TPU support,46330,closed,https://github.com/tensorflow/tensorflow/issues/46330
"model with ""tf.keras.layers.Embedding"" and ""trainable=False"" will be loaded as ""trainable=True"" after saving",46329,closed,https://github.com/tensorflow/tensorflow/issues/46329
micro: copy operator ELU kernel from lite,46328,closed,https://github.com/tensorflow/tensorflow/issues/46328
Extract reference for operator ELU to standalone header,46327,closed,https://github.com/tensorflow/tensorflow/issues/46327
Extract a function for parsing operator ELU,46326,closed,https://github.com/tensorflow/tensorflow/issues/46326
Can't create notrainable variables in the __ini__ function in tf.keras.layers.Layer.,46325,closed,https://github.com/tensorflow/tensorflow/issues/46325
tensorflow.python.framework.errors_impl.InvalidArgumentError: 2 root error(s) found.,46324,closed,https://github.com/tensorflow/tensorflow/issues/46324
micro: port op ELU from lite,46323,closed,https://github.com/tensorflow/tensorflow/issues/46323
[TFL] Convert Size to Prod(Shape),46322,closed,https://github.com/tensorflow/tensorflow/issues/46322
Fix InvalidArgumentError error when mixed precision policy is used in Attention/AdditiveAttention layer,46321,closed,https://github.com/tensorflow/tensorflow/issues/46321
[tf.data] Support eager mode benchmarking,46320,closed,https://github.com/tensorflow/tensorflow/issues/46320
Optimization using Tensorflow issue,46319,closed,https://github.com/tensorflow/tensorflow/issues/46319
code's,46318,closed,https://github.com/tensorflow/tensorflow/issues/46318
"In different tf2 versions, the weight naming rules of creating keras model are different",46317,closed,https://github.com/tensorflow/tensorflow/issues/46317
Keras model conflicting with multiprocessing,46316,closed,https://github.com/tensorflow/tensorflow/issues/46316
"TF ConvertedModel: Invoke fails with ""Node number X (CONCATENATION) failed to prepare"" error",46315,open,https://github.com/tensorflow/tensorflow/issues/46315
"tensorflow.lite.python.convert.ConverterError: <unknown>:0: error: loc(""batch_normalization/moving_mean""): is not immutable, try running tf-saved-model-optimize-global-tensors to prove tensors are immutable ",46314,open,https://github.com/tensorflow/tensorflow/issues/46314
Add tf.qint32 support for tf.zeros,46313,closed,https://github.com/tensorflow/tensorflow/issues/46313
micro: prepare to port operator FLOOR_MOD kernel from lite with test,46312,closed,https://github.com/tensorflow/tensorflow/issues/46312
micro: copy operator FLOOR_MOD kernel from lite,46311,closed,https://github.com/tensorflow/tensorflow/issues/46311
Dynamic library  libcudnn.so.8 and libcusolver.so.10 dont load,46310,closed,https://github.com/tensorflow/tensorflow/issues/46310
Could not create cudnn handle: CUDNN_STATUS_NOT_INITIALIZED,46309,closed,https://github.com/tensorflow/tensorflow/issues/46309
Error at importing! ,46308,closed,https://github.com/tensorflow/tensorflow/issues/46308
I can't find the tensorflow-lite model at the specified location(new->other->tensorflow-lite model) What should i do?,46307,closed,https://github.com/tensorflow/tensorflow/issues/46307
ModuleNotFoundError: No module named 'tensorflow.models',46306,closed,https://github.com/tensorflow/tensorflow/issues/46306
Merge pull request #1 from tensorflow/master,46305,closed,https://github.com/tensorflow/tensorflow/issues/46305
Speedup DepthToSpace,46304,open,https://github.com/tensorflow/tensorflow/issues/46304
Add TFLite metadata support to TensorFlowLiteSwift,46303,open,https://github.com/tensorflow/tensorflow/issues/46303
Include C env API into part of the libtensorflow_framework.so,46302,closed,https://github.com/tensorflow/tensorflow/issues/46302
Tf32 fixes,46300,closed,https://github.com/tensorflow/tensorflow/issues/46300
TF-TRT Test ConvertTopK in dynamic shape mode,46299,closed,https://github.com/tensorflow/tensorflow/issues/46299
Allow more of the internal checks to have open-source counterparts.,46298,closed,https://github.com/tensorflow/tensorflow/issues/46298
gtest headers result in conflicting clang-format requirements,46297,closed,https://github.com/tensorflow/tensorflow/issues/46297
Unable to build debug version,46296,open,https://github.com/tensorflow/tensorflow/issues/46296
tensorflow/c/eager/c_api_test fails to find GPU implementation of MatMulOp,46295,open,https://github.com/tensorflow/tensorflow/issues/46295
Linear aglebra C++ API,46294,closed,https://github.com/tensorflow/tensorflow/issues/46294
Add IRFFT operator to TF Lite,46292,open,https://github.com/tensorflow/tensorflow/issues/46292
Input y of 'Greater' op has type float32 that does not match type int64 of x,46291,closed,https://github.com/tensorflow/tensorflow/issues/46291
Add int8 and int16x8 support for GATHER_ND operator,46290,closed,https://github.com/tensorflow/tensorflow/issues/46290
How to convert TF1.12 checkpoints to saved/keras model format.,46289,closed,https://github.com/tensorflow/tensorflow/issues/46289
TF2.1 .h5 file to .pb,46288,closed,https://github.com/tensorflow/tensorflow/issues/46288
TFLu: Update downloaded GCC version to 10,46287,closed,https://github.com/tensorflow/tensorflow/issues/46287
Cannot create tf.constant inside tf.function with integer tensor.,46286,closed,https://github.com/tensorflow/tensorflow/issues/46286
'tf.Size' op is neither a custom op nor a flex op,46285,closed,https://github.com/tensorflow/tensorflow/issues/46285
TFLite: GPU delegate (OpenGL) outputs errors when different context is active.,46284,closed,https://github.com/tensorflow/tensorflow/issues/46284
Implement support for ragged tensors in mean_squared_error loss function.,46283,closed,https://github.com/tensorflow/tensorflow/issues/46283
tf.io.gfile.GFile does not raise an error when given a directory,46282,open,https://github.com/tensorflow/tensorflow/issues/46282
why ExtractVolumePatches uses different implements for ThreadPoolDevice and GPUDevice.,46281,open,https://github.com/tensorflow/tensorflow/issues/46281
tensorflow.python.framework.errors_impl.InvalidArgumentError: 2 root error(s) found,46280,closed,https://github.com/tensorflow/tensorflow/issues/46280
delete pycharm project issue(Pycharm project deletion problem due to cache deletion),46279,closed,https://github.com/tensorflow/tensorflow/issues/46279
TF2.4 MultiWorkerMirroredStrategy and ParameterServerStrategy training very slow for large mode and large data compared with TF1.14,46278,closed,https://github.com/tensorflow/tensorflow/issues/46278
ESP32 example creation fails for person_detection example,46277,open,https://github.com/tensorflow/tensorflow/issues/46277
Don't raise an Error on unknown kwargs,46276,closed,https://github.com/tensorflow/tensorflow/issues/46276
Refactor ReshapeSparseTensor into a template+class,46275,closed,https://github.com/tensorflow/tensorflow/issues/46275
tf.experimental.numpy fails with plt.hist,46274,open,https://github.com/tensorflow/tensorflow/issues/46274
Are mean and standard deviation values always 127.5 and 127.5,46273,closed,https://github.com/tensorflow/tensorflow/issues/46273
use of interpreter-->SetNumThreads. Do we need to invoke setNumThreads always to improve performance,46272,closed,https://github.com/tensorflow/tensorflow/issues/46272
TFLite: iOS: Ensure we use the iOS mktemp,46271,closed,https://github.com/tensorflow/tensorflow/issues/46271
Refactor case BuiltinOperator_GATHER_ND in flatbuffer_conversions,46270,closed,https://github.com/tensorflow/tensorflow/issues/46270
tensorrt not working with cuda 11.2,46269,closed,https://github.com/tensorflow/tensorflow/issues/46269
Micro: port op GATHER_ND from Lite,46268,open,https://github.com/tensorflow/tensorflow/issues/46268
Remove unneccessary define.,46267,closed,https://github.com/tensorflow/tensorflow/issues/46267
Normalisation layer save standard deviation instead of variance,46266,open,https://github.com/tensorflow/tensorflow/issues/46266
Have artifcat directory be different for different build_types.,46265,closed,https://github.com/tensorflow/tensorflow/issues/46265
Minor improvement in _NormalizingCombiner to use MEAN_IDX and VAR_IDX,46264,closed,https://github.com/tensorflow/tensorflow/issues/46264
Fix a minor formatting error in lite/kernels/expand_dims.cc,46263,closed,https://github.com/tensorflow/tensorflow/issues/46263
[tf.data service] Test split provider failures with distributed and zipped datasets,46262,closed,https://github.com/tensorflow/tensorflow/issues/46262
different TFLM builds use the same output directory.,46261,closed,https://github.com/tensorflow/tensorflow/issues/46261
Refactor case BuiltinOperator_EXPAND_DIMS in flatbuffer_conversions,46260,closed,https://github.com/tensorflow/tensorflow/issues/46260
[ROCm] Misc XLA updates for the ROCm platform - 210107,46259,closed,https://github.com/tensorflow/tensorflow/issues/46259
Micro: port op EXPAND_DIMS from Lite,46258,closed,https://github.com/tensorflow/tensorflow/issues/46258
[XLA] dense_layer_test.py throws internal error in fallback path,46257,closed,https://github.com/tensorflow/tensorflow/issues/46257
Copy lite/kernels/zeros_like.cc to lite/micro/kernels/zeros_like.cc,46256,closed,https://github.com/tensorflow/tensorflow/issues/46256
small discrepancies between images loaded with `tf.keras.preprocessing.image_dataset_from_directory()` and `tf.keras.preprocessing.image.load_img()`,46255,open,https://github.com/tensorflow/tensorflow/issues/46255
Cannot Convert SentencePieceTokenizer to TensorRT,46254,open,https://github.com/tensorflow/tensorflow/issues/46254
Saved weights as checkpoints are randomised on loading them in the model,46253,closed,https://github.com/tensorflow/tensorflow/issues/46253
TensorBoard callback with update_freq='batch' fails when fitting multiple times,46252,open,https://github.com/tensorflow/tensorflow/issues/46252
Getting TypeError: when using label smoothing in Categorical Cross entropy,46251,closed,https://github.com/tensorflow/tensorflow/issues/46251
ci: create issue labeled reply,46250,closed,https://github.com/tensorflow/tensorflow/issues/46250
TypeError: '<' not supported between instances of 'function' and 'str',46249,closed,https://github.com/tensorflow/tensorflow/issues/46249
Tensorboard callback not logging learning rate when not using LearningRateSchedule (e.g. when using ReduceLROnPlateau),46248,closed,https://github.com/tensorflow/tensorflow/issues/46248
Unexpected Events CUDA_ERROR_ILLEGAL_ADDRESS and CUDA_ERROR_LAUNCH_FAILED,46247,open,https://github.com/tensorflow/tensorflow/issues/46247
"Speedup Resize{Bilinear,NearestNeighbor}",46246,closed,https://github.com/tensorflow/tensorflow/issues/46246
tf.keras Model predict slow in flask service,46245,closed,https://github.com/tensorflow/tensorflow/issues/46245
Different results for add_loss() within TimeDistributed for eager vs. compiled execution of keras Layer,46244,open,https://github.com/tensorflow/tensorflow/issues/46244
Copy lite/kernels/gather.cc to lite/micro/kernels/gather.cc,46243,closed,https://github.com/tensorflow/tensorflow/issues/46243
Refactoring fully_connected to share code between reference and optimized kernels.,46242,closed,https://github.com/tensorflow/tensorflow/issues/46242
Refactor gather.h from TFLite reference_ops.h,46241,closed,https://github.com/tensorflow/tensorflow/issues/46241
Add Sony Spresense target,46240,open,https://github.com/tensorflow/tensorflow/issues/46240
Refactor case BuiltinOperator_GATHER in flatbuffer_conversions,46239,closed,https://github.com/tensorflow/tensorflow/issues/46239
Include and build xa_nnlib with TARGET_ARCH=fusion_f1.,46238,closed,https://github.com/tensorflow/tensorflow/issues/46238
[tf.data] enhance encapsulation for IteratorResource State,46237,closed,https://github.com/tensorflow/tensorflow/issues/46237
Implement a simple way to load a TF dataset from a Spark dataset and a simple way to convert a TF dataset to a Spark dataset,46236,open,https://github.com/tensorflow/tensorflow/issues/46236
Fix the CUDNN RNN params dim size,46235,closed,https://github.com/tensorflow/tensorflow/issues/46235
`sample_weight` does not work for multi-output (multi-task) models,46234,open,https://github.com/tensorflow/tensorflow/issues/46234
Tensorflow 2.4 not showing available GPU even after successful cuda and cudnn installation,46233,closed,https://github.com/tensorflow/tensorflow/issues/46233
[ROCm] Update ROCm XLA backend to use GCN Arch Name ,46232,closed,https://github.com/tensorflow/tensorflow/issues/46232
tensorflow:AutoGraph could not transform <bound method WindowGenerator.split_window of Total window size: 3,46231,closed,https://github.com/tensorflow/tensorflow/issues/46231
Unable to read pb file in OpenCV or Tensorflow in Python,46230,open,https://github.com/tensorflow/tensorflow/issues/46230
No longer compile with `-march=native`.,46229,closed,https://github.com/tensorflow/tensorflow/issues/46229
NFC - minor spelling tweaks under lite directory,46228,closed,https://github.com/tensorflow/tensorflow/issues/46228
Unable to access GPU from docker with error failed call to cuInit: CUresult(-1),46227,closed,https://github.com/tensorflow/tensorflow/issues/46227
[TFLM] Added support for optimized quantize kernel for CEVA-BX1 and CEVA-SP500 cores,46226,closed,https://github.com/tensorflow/tensorflow/issues/46226
Add int8 and int16x8 support for WHERE operator,46225,closed,https://github.com/tensorflow/tensorflow/issues/46225
Add int8 and int16x8 support for BROADCAST_TO operator,46224,closed,https://github.com/tensorflow/tensorflow/issues/46224
Running multiple hexagon delegates sequentially. ,46223,closed,https://github.com/tensorflow/tensorflow/issues/46223
[ROCm] Updating XLA custom_call_test to enable it for the ROCm platform,46222,closed,https://github.com/tensorflow/tensorflow/issues/46222
[ROCm] Raising the memory allocation cap for GPU unit tests from 1GB to 2GB,46221,closed,https://github.com/tensorflow/tensorflow/issues/46221
Tensorflow Lite Micro micro_speech example suppress warning on MacOS build,46220,closed,https://github.com/tensorflow/tensorflow/issues/46220
[ROCm] Fix for breakage in XLA Conv Op functionality,46219,closed,https://github.com/tensorflow/tensorflow/issues/46219
micro_speech: Run on macOS make error,46218,closed,https://github.com/tensorflow/tensorflow/issues/46218
DepthwiseConv2D is slower than Conv2D,46217,open,https://github.com/tensorflow/tensorflow/issues/46217
Extract reference for operator LEAKY_RELU to standalone header,46216,closed,https://github.com/tensorflow/tensorflow/issues/46216
Extract a function for parsing operator LEAKY_RELU,46215,closed,https://github.com/tensorflow/tensorflow/issues/46215
micro: port operator LEAKY_RELU kernel from lite with test,46214,closed,https://github.com/tensorflow/tensorflow/issues/46214
micro: prepare to port operator LEAKY_RELU kernel from lite with test,46213,closed,https://github.com/tensorflow/tensorflow/issues/46213
micro: copy operator LEAKY_RELU kernel from lite,46212,closed,https://github.com/tensorflow/tensorflow/issues/46212
Many errors in the Example of tf.feature_column.categorical_column_with_vocabulary_file,46211,closed,https://github.com/tensorflow/tensorflow/issues/46211
Control dependency doesn't work in distribute MirroredStrategy,46210,closed,https://github.com/tensorflow/tensorflow/issues/46210
Tensorflow-gpu in RTX3070,46209,closed,https://github.com/tensorflow/tensorflow/issues/46209
micro: port operator ADD_N kernel from lite with test,46208,closed,https://github.com/tensorflow/tensorflow/issues/46208
micro: prepare to port operator ADD_N kernel from lite with test,46207,closed,https://github.com/tensorflow/tensorflow/issues/46207
